Id,Label,authid,TopRank,University,Country,pub_2023,pub_cit_2023,tot_citations,curYear_citations,prevYear_citations,tourism,tourism_marketing,tourism_management,tourism_economics,destination_marketing,Hotel_and_Tourism_management,tourist_behavior,tourism_impacts,sustainable_tourism
1696,Maria Månsson,1696,1,Senior lecturer in strategic communication,,3,0,503,50,62,1,0,0,0,0,0,0,0,0
1697,Norsiah Kadir,1697,1,"Department of Economics, Universiti Teknologi MARA",,0,0,501,37,50,1,0,0,1,0,0,0,0,0
1698,Jare Struwig,1698,1,Chief Research Manager,,2,0,501,65,75,1,0,0,0,0,0,0,0,0
1699,Yolanda Santana,1699,1,Universidad de Las palmas de Gran Canaria,,1,0,500,53,72,1,0,0,0,0,0,0,0,0
1700,Melissa James,1700,1,"Associate Professor, Faculty of Business, University of Prince Edward Island",,0,0,499,56,82,1,0,0,0,0,0,0,0,0
1701,Tingzhen Chen,1701,1,"Lecturer in Tourism, Sports and Event Management, College of Business, Law and …",,4,3,499,102,139,1,0,1,0,0,0,0,0,0
1702,Dimitrios Serenis,1702,1,Senior Lecturer University of Coventry,,0,0,498,36,75,1,0,0,0,0,0,0,0,0
1703,Armand Faganel,1703,1,"Vice-dean for quality assurance, University of Primorska, Faculty of Management",,0,0,498,18,37,1,0,0,0,0,0,0,0,1
1704,Sergiu Rusu,1704,1,Universitatea Aurel Vlaicu,,2,17,498,89,65,1,0,0,0,0,0,0,0,0
1705,Dario Bertocchi,1705,1,Ca' Foscari University of Venice,,1,5,498,100,160,1,0,0,0,0,0,0,0,0
1706,Michael Mackay,1706,1,"AgResearch, New Zealand; Lincoln University, New Zealand",,5,2,497,76,80,1,0,0,0,0,0,0,0,0
1707,Tomasz Napierala,1707,1,University of Lodz,,1,0,497,36,80,1,0,0,0,0,0,0,0,1
1708,Lorraine Lobascio Taylor,1708,1,Fort Lewis College,,0,0,497,96,150,1,0,1,0,0,0,0,0,1
1709,Sadiq Eshaghi Daravi,1709,1,"Adjunct Fellow, Griffith University.",,1,0,496,161,157,1,0,0,0,0,0,0,0,0
1710,Maryam Asgari,1710,1,UiTM,,0,0,495,41,69,1,0,0,0,0,0,0,0,0
1711,Ni Nyoman Sri Astuti,1711,1,Politeknik Negeri Bali,,28,4,495,108,152,1,0,0,0,0,0,0,0,0
1712,"Ratna Roostika, Ph.D.",1712,1,Universitas Islam Indonesia,,18,2,495,76,93,1,0,0,0,0,0,0,0,0
1713,Natalie Ooi,1713,1,Colorado State University,,1,1,495,41,63,1,0,0,0,0,0,0,1,1
1714,Ratni Prima Lita,1714,1,UNIVERSITAS ANDALAS,,12,0,493,89,115,1,0,0,0,0,0,0,0,0
1715,Brian L. McLaren,1715,1,University of Washington,,1,0,493,23,36,1,0,0,0,0,0,0,0,0
1716,Serhat Adem Sop,1716,1,"School of Tourism & Hotel Management, Burdur Mehmet Akif Ersoy University",,3,1,492,67,99,1,1,0,0,0,0,0,0,0
1717,Soultana Tania Kapiki,1717,1,"Professor, International Hellenic University-Management of Organizations …",,0,0,491,26,50,1,0,1,0,0,0,0,0,0
1718,Christopher Mensah,1718,1,"Associate Professor, Department of Hospitality and Tourism Management, Ho Technical …",,12,33,491,147,98,1,0,0,0,0,0,0,1,0
1719,Dr. Meghna Verma,1719,1,"Associate Professor, Ramaiah Institute of Management",,1,0,491,122,143,1,0,0,0,0,0,0,0,0
1720,Chihkang Wu,1720,1,Ntional Kaohsiung University Science and Technology,,0,0,491,37,52,1,1,1,0,0,0,0,0,0
1721,Awangku Hassanal Bahar Pengiran Bagul,1721,1,"Associate Professor of Tourism Management, Universiti Malaysia Sabah",,2,2,490,38,79,1,0,0,0,0,0,0,0,0
1722,Pilar Presas,1722,1,University of Barcelona,,0,0,490,74,67,1,0,0,0,0,0,0,0,0
1723,Sofia Xesfingi,1723,1,University of Piraeus,,3,11,490,66,104,1,0,0,1,0,0,0,0,0
1724,Gulay Bulgan,1724,1,Suleyman Demirel University,,0,0,489,49,58,1,0,1,0,0,0,0,0,0
1725,Marulam MT Simarmata,1725,1,Universitas Simalungun,,14,7,489,147,198,1,0,0,0,0,0,0,0,0
1726,Lázaro Florido-Benítez,1726,1,University of Málaga,,10,14,489,148,150,1,0,0,0,0,0,0,0,0
1727,Niels Frederik Lund,1727,1,Camping Outdoor Danmark (Trade association),,0,0,488,110,116,1,0,0,0,0,0,0,0,0
1728,Chiara Dalle Nogare,1728,1,University of Brescia,,0,0,488,61,68,1,0,0,1,0,0,0,0,0
1729,Luis Amador Hidalgo,1729,1,Loyola Behavioral Lab. Universidad Loyola Andalucía,,0,0,487,43,73,1,0,0,0,0,0,0,0,0
1730,RAYMOND ADONGO,1730,1,UNIVERSITY FOR DEVELOPMENT STUDIES,,4,9,487,109,103,1,0,0,0,0,0,0,0,0
1731,Suzanne de la Barre,1731,1,"University College Professor, Vancouver Island University",,0,0,487,44,82,1,0,0,0,0,0,0,0,0
1732,Fanny Vong,1732,1,Institute for Tourism Studies,,0,0,487,27,33,1,0,0,0,0,0,0,0,0
1733,Zbigniew Podgorski,1733,1,Kazimierz Wielki University in Bydgoszcz Poland,,1,0,486,45,58,1,0,0,0,0,0,0,0,0
1734,Pravin Singh Rana,1734,1,"Assistant Professor-Tourism, Banaras Hindu University",,7,11,486,65,67,1,0,0,0,0,0,0,0,0
1735,Kim Ieng Loi,1735,1,Institute for Tourism Studies,,0,0,486,72,74,0,0,0,0,1,0,0,0,0
1736,Maria Conceição Santos,1736,1,"Associate Professor, ISCTE-IUL, Lisboa, Portugal",,1,0,485,34,38,1,0,0,0,0,0,0,0,1
1737,"Andjelija Ivkov Dzigurski. PhD, Full Professor",1737,1,"University of Novi Sad, Faculty of Science, Department of Geography, Tourism and Hotel …",,2,0,484,69,78,1,0,0,0,0,0,0,0,0
1738,Thiago Allis,1738,1,"São Paulo University, Universidade de São Paulo, EACH-USP",,5,7,483,45,88,1,0,0,0,0,0,0,0,0
1739,Mohamad Kadim Suaidi,1739,1,Universiti Malaysia Sarawak,,0,0,482,44,59,1,0,0,0,0,0,0,0,0
1740,Hakan Akyurt,1740,1,Giresun Üniversitesi,,1,1,482,130,111,1,0,1,0,0,0,0,0,0
1741,Phoebe Joyce Villanueva,1741,1,Professor in Tourism and Hospitality,,4,20,482,109,81,1,0,0,0,0,0,0,0,1
1742,Gudkov Aleksandr,1742,1,Orel State University named after IS Turgenev,,0,0,481,21,40,1,0,0,0,0,0,0,0,0
1743,Stanciu Sorin Mihai,1743,1,"BUSAMV ""King Michael I st of Romania"" from TIMISOARA",,5,1,480,38,43,1,0,0,0,0,0,0,0,0
1744,Yustisia Kristiana,1744,1,Lecturer of Universitas Pelita Harapan,,2,0,480,114,166,1,0,0,0,0,0,0,0,0
1745,Bruce Tsui,1745,1,"Senior Lecturer, The Hong Kong Polytechnic University",,1,1,480,134,142,1,0,1,0,0,1,0,0,0
1746,Ramón Martín Fernández,1746,1,Emeritus Professor,,0,0,479,9,48,1,0,0,0,0,0,0,0,0
1747,Uma Thevi Munikrishnan,1747,1,UCSI,,2,12,478,67,85,1,0,0,0,0,0,0,0,0
1748,Uladzimir Ganski,1748,1,"dr. hab., prof. WSTiH",,1,0,478,12,65,1,0,0,0,0,0,0,0,0
1749,Lejla Dizdarević,1749,1,University of Sarajevo,,1,0,478,25,39,1,0,0,0,0,0,0,0,0
1750,Anabela Santos,1750,1,"Joint Research Centre, European Commission",,15,13,478,108,129,1,0,0,0,0,0,0,0,0
1751,Acolla Lewis,1751,1,"University of the West Indies, St Augustine",,5,1,478,27,28,1,0,0,0,0,0,0,0,0
1752,António Almeida,1752,1,Universidade da Madeira,,3,3,478,50,84,1,0,0,1,0,0,0,0,0
1753,Stefano Franco,1753,1,"Assistant professor, Politecnico di Bari",,1,1,477,169,165,1,0,0,0,0,0,0,0,0
1754,Gadekar Deepak Janardhan,1754,1,"Asst. Professor. Padmashri Vikhe Patil College of Arts Science & Commerce, Pravaranagar",,0,0,477,44,112,1,0,0,0,0,0,0,0,0
1755,Ddr. Tina Šegota,1755,1,"Associate Professor, University of Maribor",,7,38,477,106,109,1,1,0,0,0,0,0,0,1
1756,Pilar Lopez Delgado,1756,1,Universidad de Málaga,,1,6,477,58,71,1,0,0,0,0,0,0,0,0
1757,Valentin Toader,1757,1,"Babeș-Bolyai University, Faculty of Business, Hospitality Services Department",,0,0,476,40,68,1,0,0,1,0,0,0,0,0
1758,Patrick J. Holladay,1758,1,Associate Professor; Troy University,,2,0,476,86,105,1,0,0,0,0,0,0,0,0
1759,Chris McMorran,1759,1,"Associate Professor, Department of Japanese Studies, National University of Singapore",,4,0,474,51,76,1,0,0,0,0,0,0,0,0
1760,Adnan Muslija,1760,1,University of Zenica,,0,0,474,113,172,1,0,0,0,0,0,0,0,0
1761,"Iraj Ratnayake, PhD",1761,1,"Senior Lecturer, Sabaragamuwa University of Sri Lanka",,2,0,473,41,59,1,0,1,0,0,0,0,0,0
1762,Sercan Aras,1762,1,Necmettin Erbakan Üniversitesi,,1,0,473,59,93,1,0,0,0,0,0,0,0,0
1763,serkan aylan,1763,1,Phd.,,4,0,472,38,93,1,0,1,0,0,0,0,0,0
1764,Rodrigo González,1764,1,Universidad Nacional del Comahue,,0,0,472,21,27,1,0,0,1,0,0,0,0,0
1765,Judit Sulyok,1765,1,Pannon Egyetem,,4,3,472,42,63,1,0,0,0,0,0,0,0,0
1766,Michael Bauder,1766,1,University of Freiburg,,0,0,471,59,96,1,0,0,0,0,0,0,0,0
1767,Akhmad Saufi,1767,1,Mataram University,,20,2,471,103,111,1,0,0,0,0,0,0,0,1
1768,Berit C. Kaae,1768,1,"Seniorforsker, Københavns Universitet",,5,2,471,19,26,1,0,0,0,0,0,0,0,0
1769,DR. ZAINUDDIN ZAKARIA,1769,1,"Senior Lecturer, Universiti Teknologi MARA Malaysia",,1,0,470,54,68,1,0,1,0,0,0,0,0,0
1770,Daniela Freund (ORCID: 0000-0002-5061-9325),1770,1,Institut Químic de Sarrià (ROR: 04y3yya25). Universitat Ramon Llull (Ramon Llull University),,1,0,470,44,50,1,0,0,0,0,0,0,0,1
1771,Roslizawati Che Aziz,1771,1,Universiti Malaysia Kelantan,,6,35,469,156,121,1,0,0,0,0,0,0,0,1
1772,Pravin S Rana,1772,1,"Tourism Management, Banaras Hindu University",,7,11,469,64,65,1,0,0,0,0,0,0,0,0
1773,Vladimir Otrachshenko,1773,1,"Ph.D., Center for International Development and Environmental Research (ZEU), Justus …",,5,9,467,119,92,1,0,0,0,0,0,0,0,0
1774,Li Cheng,1774,1,Sichuan University,,5,9,467,146,139,1,0,0,0,0,0,0,0,0
1775,hulya kurgun,1775,1,"Professor of Tourism, Dokuz Eylül University",,1,1,467,40,62,1,0,0,0,0,0,0,0,0
1776,Ariana Cela,1776,1,University of New Year Tirana,,0,0,467,43,48,1,0,1,0,0,0,0,0,0
1777,Nasrullah,1777,1,Universitas Fajar,,1,0,466,113,208,1,0,0,0,0,0,0,0,0
1778,Manuel Angel Santana Turégano,1778,1,Profesor Departamento de Sociología- ULL- Sociology Professor-,,0,0,465,10,23,1,0,0,0,0,0,0,0,0
1779,Dr Mrinmoy K Sarma,1779,1,"Professor of Management, Tezpur University",,1,0,465,30,39,1,0,0,0,0,0,0,0,0
1780,Volkan Altıntaş,1780,1,Izmir Katip Celebi University,,0,0,465,40,62,1,0,0,0,0,0,0,1,0
1781,Yingsha Zhang,1781,1,University of Waikato,,0,0,465,78,91,1,1,0,0,0,0,0,0,0
1782,reihaneh Alsadat tabaeeian,1782,1,"PhD in Marketing, University of Isfahan",,3,14,465,119,155,1,0,0,0,0,0,0,0,0
1783,Michelle Whitmore,1783,1,Western Sydney University,,0,0,464,11,21,1,0,0,0,0,0,0,0,0
1784,George Soklis,1784,1,"Assistant Professor in Input-Output Analysis, Panteion University",,0,0,462,62,113,1,0,0,1,0,0,0,0,0
1785,Richard S. Aquino,1785,1,University of Canterbury,,3,6,461,106,141,1,0,0,0,0,0,1,0,1
1786,Xiaoting Chi,1786,1,"College of Hospitality and Tourism Management, Sejong University",,5,13,461,184,166,1,0,1,0,0,0,0,0,1
1787,Mafalda Patuleia,1787,1,Lusófona University,,6,101,461,154,162,1,0,0,0,0,0,0,0,0
1788,Zlatko Jakovlev,1788,1,Full Professor of Tourism and Hospitality,,2,0,460,30,48,1,1,1,0,0,0,0,0,0
1789,Mariemma Inmaculada Yague del Valle,1789,1,UMA,,0,0,460,50,37,1,0,0,0,0,0,0,0,0
1790,Eun Soon Yim,1790,1,"College of Hospitality and Tourism Management, Sejong University",,0,0,459,30,28,1,0,1,0,0,0,0,0,0
1791,Jelena Dorčić,1791,1,"Postdoctoral researcher, University of Rijeka, Faculty of tourism and hospitality management",,4,2,458,82,106,1,0,0,0,0,0,0,0,0
1792,Ana Isabel Rodrigues,1792,1,Polytechnic Institute of Beja,,2,0,458,57,73,1,0,0,0,0,0,0,0,0
1793,Solène Prince,1793,1,Senior lecturer Linnaeus University,,5,14,458,99,101,1,0,0,0,0,0,0,0,0
1794,Hanaa Osman,1794,1,Bournemouth University,,0,0,458,65,75,1,0,0,0,0,0,0,0,0
1795,Ya-Ling Huang (黃雅鈴),1795,1,Chaoyang University of Technology,,0,0,457,34,41,1,0,0,0,0,0,0,0,0
1796,Chiara Rabbiosi,1796,1,University of Padova,,6,1,455,51,65,1,0,0,0,0,0,0,0,0
1797,Bernd F. Reitsamer,1797,1,University of Innsbruck,,1,0,455,111,120,1,0,0,0,0,0,0,0,0
1798,Istiqomah,1798,1,Universitas Pendidikan Indonesia,,3,2,455,125,154,1,0,1,0,0,0,0,0,0
1799,Farhad Moghimehfar,1799,1,Vancouver Island University,,0,0,455,67,83,1,0,0,0,0,0,0,0,0
1800,F. Inchausti-Sintes,1800,1,"University of Las Palmas de Gran Canaria, Spain",,3,10,453,85,90,1,0,0,1,0,0,0,0,0
1801,Nazila Babakhani,1801,1,"Research Fellow, Griffith University",,1,0,452,76,84,1,0,0,0,0,0,0,0,1
1802,Wan Melissa Wan Hassan,1802,1,Universiti Putra Malaysia,,1,0,452,31,23,1,0,0,0,0,0,0,0,0
1803,Judith Turrión-Prats,1803,1,TecnoCampus - Universitat Pompeu Fabra,,0,0,451,152,145,1,0,0,0,0,0,0,0,0
1804,Mohsen Khezri (ORCID:0000-0002-0862-3814),1804,1,Visiting Senior Fellow. London School of Economics and Political Science (LSE),,7,16,451,251,121,1,0,0,0,0,0,0,0,0
1805,Ahmad Fitri Amir,1805,1,"Tourism Management Senior Lecturer, Universiti Teknologi MARA (UiTM)",,0,0,451,56,75,1,0,1,0,0,0,0,0,0
1806,I Putu David Adi Saputra,1806,1,Institut Pariwisata dan Bisnis Internasional,,11,1,451,113,118,1,0,0,0,0,0,0,0,0
1807,ELENA MATEI,1807,1,Bucharest University,,2,1,450,63,59,1,0,0,0,0,0,0,0,0
1808,IRANY WINDHYASTITI,1808,1,Universitas Merdeka Malang,,2,0,450,99,153,1,0,0,0,0,0,0,0,0
1809,NGUYEN QUYET THANG,1809,1,Dean of Faculty of Tourism & Hospitality management- Ho Chi Minh City University of …,,2,1,450,76,84,1,0,0,0,0,0,0,0,1
1810,Linda W Lee,1810,1,University of Essex,,1,0,449,109,146,1,0,0,0,0,0,0,0,0
1811,Mustafa Sit,1811,1,Harran Üniversitesi,,0,0,449,38,86,1,0,0,1,0,0,0,0,0
1812,"Md. Sohel Rana, Ph.D.",1812,1,"Assistant Professor, IUBAT-International University of Business Agriculture and Technology …",,1,0,449,167,155,1,0,0,0,0,0,0,0,0
1813,"Farmanov Erkin (Фарманов Эркин Алимович), orcid.org/0000-0001-7784-8737",1813,1,"PhD student, Bukhara State University",,1,15,449,33,54,1,0,0,0,0,0,0,0,0
1814,Diana Foris,1814,1,Universitatea Transilvania din Brasov,,1,0,448,82,104,1,0,0,0,0,0,0,0,0
1815,Bambang S,1815,1,University Of Merdeka Malang,,8,1,448,95,144,1,0,1,0,0,0,0,0,0
1816,Prasit Leepreecha,1816,1,Chiang Mai University,,3,0,448,38,44,1,0,0,0,0,0,0,0,0
1817,Mehmet Bahri Saydam,1817,1,Eastern Mediterranean University,,14,81,448,240,159,1,0,1,0,0,0,0,0,0
1818,Fangfang Shi,1818,1,Dongbei University of Finance and Economics,,4,6,448,188,131,1,0,0,0,0,0,0,0,0
1819,Roozbeh Babolian Hendijani,1819,1,"Senior Lecturer, Binus University",,5,0,447,88,90,1,0,0,0,0,0,0,0,1
1820,Noel Biseko Lwoga,1820,1,"Department of Archaeology and Heritage, University of Dar es Salaam",,2,0,447,97,92,1,0,0,0,0,0,0,0,0
1821,Diana Zagulova Диана Загулова,1821,1,"Baltic International Academy, Siberian State Medical University",,2,0,447,31,32,1,0,0,0,0,0,0,0,0
1822,David Jarratt,1822,1,UCLan - University of Central Lancashire,,2,6,447,94,141,1,0,0,0,0,0,0,0,0
1823,Nikeel Nishkar Kumar,1823,1,University of the South Pacific,,4,2,447,107,101,1,0,0,1,0,0,0,0,0
1824,Chirenje Leonard Itayi,1824,1,Great Zimbabwe University,,0,0,446,49,81,1,0,0,0,0,0,0,0,0
1825,Manuel Arcila-Garrido,1825,1,Universidad de Cádiz,,0,0,445,49,84,1,0,0,0,0,0,0,0,0
1826,Heidi Keyser (van der Watt),1826,1,Massey University,,0,0,445,15,34,1,0,0,0,0,0,0,0,1
1827,"Yunita Engriani., SE., MM",1827,1,Universitas Negeri Padang,,4,0,445,165,151,1,1,0,0,0,0,0,0,0
1828,Luna Leoni,1828,1,"Associate Professor, Tor Vergata University of Rome",,5,18,445,110,99,1,0,0,0,0,0,0,0,0
1829,Claudete Oliveira Moreira,1829,1,"University of Coimbra - Department of Geography and Tourism - CEGOT, Centre of Studies …",,2,0,444,51,100,1,0,0,0,0,0,0,0,0
1830,Samuel Adeyinka-Ojo,1830,1,Curtin University,,0,0,444,59,81,1,0,0,0,0,0,0,0,0
1831,Kivanc Inelmen,1831,1,"Professor of Management, Bogazici University",,0,0,443,37,51,1,0,1,0,0,0,0,0,0
1832,Roel Puijk,1832,1,Professor emeritus Inland Norway University of Applied Sciences,,1,0,443,12,33,1,0,0,0,0,0,0,0,0
1833,Adam Kaul,1833,1,Augustana College,,0,0,442,21,27,1,0,0,0,0,0,0,0,0
1834,Helena A. WIlliams,1834,1,"Mohammed VI Polytechnic University, School of Hospitality Business & Management …",,0,0,441,79,97,1,0,0,0,0,0,0,0,0
1835,Ilham Junaid,1835,1,Politeknik Pariwisata Makassar,,5,2,441,134,141,1,0,1,0,0,0,0,0,0
1836,Ignacio Sariego López,1836,1,Escuela Universitaria de Turismo Altamira,,0,0,440,37,68,1,0,0,0,0,0,0,0,0
1837,Maja Turnšek,1837,1,"University of Maribor, Faculty of Tourism",,5,1,439,83,87,1,0,0,0,0,0,0,0,0
1838,Shama Nazneen,1838,1,Arizona State University,,1,1,439,161,147,1,0,1,0,0,0,0,0,0
1839,Elias Torres Feijó,1839,1,Universidade de Santiago de Compostela,,6,0,438,21,29,1,0,0,0,0,0,0,0,0
1840,Oana Adriana Gica,1840,1,"Department of Hospitality Services, Faculty of Business, Babeș-Bolyai University",,1,14,438,69,82,1,0,0,0,0,0,0,0,0
1841,Riris Loisa,1841,1,Universitas Tarumanagara,,22,0,438,111,127,1,0,0,0,0,0,0,0,0
1842,Pandora Kay,1842,1,"Lecturer in Marketing, Deakin University",,0,0,437,18,35,0,0,0,0,1,0,0,0,0
1843,Jaime Serra,1843,1,Associate Professor and Researcher at CIDEHUS.UE - University of Évora,,3,0,437,59,89,1,0,0,0,0,0,1,0,0
1844,William Terry,1844,1,Clemson University,,0,0,437,29,66,1,0,0,0,0,0,0,0,0
1845,P Promsivapallop,1845,1,"Faculty of Hospitality and Tourism, Prince of Songkla University",,8,41,437,139,102,1,0,0,0,0,0,0,0,0
1846,Dehui Christina Geng,1846,1,University of British Columbia,,1,0,437,133,179,1,0,1,0,0,0,0,0,0
1847,Ana Gueimonde-Canto,1847,1,Universidade de Vigo,,0,0,437,40,52,1,0,0,0,0,0,0,0,1
1848,Tetsuo Shimizu,1848,1,Tokyo Metropolitan University,,1,9,437,79,71,1,0,0,0,0,0,0,0,0
1849,Aliakbar Aminbeidokhti,1849,1,Semnan University,,2,7,436,63,85,1,0,0,0,0,0,0,0,0
1850,Salar kuhzady,1850,1,"Department of Tourism Management- University of Kurdistan, Sanandaj-Iran",,2,1,435,112,130,1,1,0,0,0,0,0,0,0
1851,Professor Ian Baxter,1851,1,"School of Social Sciences, Heriot-Watt University",,2,0,435,46,75,1,0,0,0,0,0,0,0,0
1852,Claudia Miranda Veloso,1852,1,"University of Aveiro, ESTGA, GOVCOPP",,4,5,434,137,133,1,0,0,0,0,0,0,0,0
1853,Lee Jun Yup,1853,1,"Professor, Dongguk University",,0,0,434,5,10,1,0,0,0,0,0,0,0,0
1854,Nur Izzati Ab Ghani,1854,1,Universiti sultan Zainal Abidin,,1,0,434,57,97,1,1,0,0,0,0,0,0,0
1855,Efthymia Sarantakou,1855,1,University of West Attica,,0,0,433,93,129,1,0,0,0,0,0,0,0,1
1856,DR. RAYVISCIC MUTINDA NDIVO,1856,1,RAY MUTINDA,,0,0,433,53,75,1,0,0,0,0,0,0,0,0
1857,Lê Chí Công,1857,1,"Faculty of Tourism, Nha Trang University, Viet Nam",,0,0,431,78,94,1,0,0,0,0,0,0,0,0
1858,Dr. Salem Harahsheh,1858,1,Assistant Dean for Accreditation & Quality Assurance. Associate Professor of Tourism …,,1,0,430,34,69,1,1,0,0,0,0,0,0,0
1859,Ranjith Ihalanayake,1859,1,"Head, Accounting, Finance and Economics Discipline",,0,0,430,30,40,1,0,0,1,0,0,0,0,0
1860,Giovanni Ruggieri,1860,1,University of Palermo,,3,0,430,60,70,1,0,0,1,0,0,0,0,0
1861,SAIFUL BAHRI MOHD KAMAL,1861,1,Senior Lecturer,,1,0,430,66,95,1,0,0,0,0,0,0,0,0
1862,Dr. Vaibhava Desai,1862,1,"Assistant Professor,Department of Management studies,Institute of Management,Kolhapur …",,1,1,429,184,142,1,0,0,0,0,0,0,0,0
1863,doc.dr.sc Aleksandar Maksimović,1863,1,College of Computer Science and Business Communications eMPIRICA,,0,0,429,72,142,1,0,0,0,0,0,0,0,0
1864,Lisa Marie Assante,1864,1,Al Rayyan International University with University of Derby,,0,0,429,11,24,1,0,0,0,0,0,0,0,1
1865,Andra Porutiu,1865,1,University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca,,0,0,428,76,94,1,0,0,0,0,0,0,0,0
1866,Lourdes Susaeta,1866,1,"Universidad Complutense de Madrid, Universidad de Navarra, IESE,ISEM",,1,0,428,26,30,1,0,0,0,0,0,0,0,0
1867,Dorothy Queiros,1867,1,Senior lecturer,,1,0,428,42,59,1,0,0,0,0,0,0,0,1
1868,James Hanrahan,1868,1,Lecturer in Tourism,,3,10,428,70,87,1,0,0,0,0,0,0,0,1
1869,Marina Matetskaya,1869,1,NRU Higher School of Economics,,1,0,427,11,40,1,0,0,0,0,0,0,0,0
1870,David Boto García,1870,1,Departamento de Economía; Universidad de Oviedo,,27,53,427,204,140,1,0,0,1,0,0,0,0,0
1871,Nino Maziashvili,1871,1,professor,,0,0,427,21,33,1,0,0,0,0,0,0,0,0
1872,Marius Mihai Micu,1872,1,University Agronomic Sciences and Veterinary Medicine from Bucharest,,8,20,425,99,124,1,0,0,0,0,0,0,0,0
1873,I Made Adikampana,1873,1,Universitas Udayana,,2,0,424,85,131,1,0,0,0,0,0,0,0,0
1874,Ourania Vitouladiti,1874,1,"Associate Professor of Tourism Marketing, University of West Attica",,0,0,424,34,52,1,1,0,0,0,0,0,0,0
1875,Daneel van Lill,1875,1,"Dean Faculty of Management, University of Johannesburg",,0,0,423,21,20,1,0,0,0,0,0,0,0,0
1876,Silvia De Ascaniis,1876,1,"USI - Università della Svizzera italiana (Lugano, Switzerland)",,2,0,422,33,65,1,0,0,0,0,0,0,0,0
1877,"Prof. Popy Rufaidah, SE, MBA, Ph.D",1877,1,"Professor in Marketing & Strategic Management, Universitas Padjadjaran",,4,0,421,47,68,1,0,0,0,0,0,0,0,0
1878,Hezi Israeli,1878,1,"prof. at Kinneret College, Israel",,0,0,420,16,13,1,0,1,0,0,0,0,0,0
1879,Sri Sulartiningrum,1879,1,stp trisakti,,0,0,420,43,63,1,0,0,0,0,0,0,0,0
1880,Suer Suryadi,1880,1,Conservation and Legal Assistance Network,,0,0,420,13,13,1,0,0,0,0,0,0,0,0
1881,Samantha Chaperon,1881,1,University of Greenwich,,3,6,420,74,50,1,0,0,0,0,0,0,0,0
1882,Anca Turtureanu,1882,1,"Professor PhD. Faculty of Economics Sciences “DANUBIUS” University Galati, Romania",,3,0,419,38,45,1,0,0,0,0,0,0,0,0
1883,Azaze-Azizi Abdul Adis,1883,1,Universiti Malaysia Sabah,,2,0,419,83,92,1,1,0,0,0,0,0,0,0
1884,Garrett A. Stone,1884,1,"Director of Research and Evaluation, Thanksgiving Point",,2,1,417,78,112,1,0,0,0,0,0,0,0,0
1885,Mats Nilsson Docent/Associate Professor,1885,1,"Karlstads university, Karlstads universitet, University of Karlstad",,2,2,417,57,38,1,0,0,0,0,0,0,0,0
1886,Giovanni Francis Legaspi,1886,1,"Assistant Professor, University of the Philippines",,0,0,417,70,89,1,0,0,0,0,0,0,0,0
1887,Kristina Brščić,1887,1,"Institute of Agriculture and Tourism, Porec, Croatia",,1,0,416,32,59,1,0,0,0,0,0,0,0,0
1888,Mitja Gorenak,1888,1,"University of Maribor, Faculty of tourism",,1,0,416,48,90,1,0,0,0,0,0,0,0,0
1889,May Kristin Vespestad,1889,1,"Associate professor, PhD, UIT The Arctic University of Norway, School of Business and …",,1,0,415,76,72,1,0,0,0,0,0,0,0,0
1890,Debra Enzenbacher,1890,1,Sultan Qaboos University,,0,0,415,12,14,1,0,0,0,0,0,0,0,1
1891,Beatriz Benítez-Aurioles,1891,1,University of Malaga,,3,0,415,107,154,1,0,0,0,0,0,0,0,0
1892,Oleksandr Zyma,1892,1,Simon Kuznets Kharkiv National University of Economics,,3,0,413,16,31,1,0,0,0,0,0,0,0,0
1893,Maria Mazhar,1893,1,M.Phil Economics,,1,1,413,138,160,1,0,0,1,0,0,0,0,0
1894,You-Yu Dai,1894,1,Shandong Jiaotong University / Dhurakij Pundit University,,10,0,412,70,82,1,0,1,0,0,0,0,0,0
1895,Aslıhan Dursun Cengizci,1895,1,Assistant Prof. Antalya Bilim University,,1,1,412,73,94,1,0,1,0,0,0,0,0,0
1896,Fiffy Hanisdah Saikim,1896,1,"Senior Lecturer/Researcher, Institute for Tropical Biology & Conservation",,3,1,412,134,116,1,0,0,0,0,0,0,0,1
1897,Bernat Roig-Merino,1897,1,Universitat Politécnica de València,,1,0,412,54,91,1,0,0,0,0,0,0,0,0
1898,Lela Ristic,1898,1,University of Kragujevac - Faculty of Economics,,2,0,412,40,65,1,0,0,0,0,0,0,0,0
